date,sku_id,category,demand,price,promotion,week_of_year
2022-01-09,SKU_001,Electronics,21,424.72,1,1
2022-01-16,SKU_001,Electronics,16,424.72,1,2
2022-01-23,SKU_001,Electronics,13,424.72,0,3
2022-01-30,SKU_001,Electronics,15,424.72,0,4
2022-02-06,SKU_001,Electronics,15,424.72,0,5
2022-02-13,SKU_001,Electronics,10,424.72,0,6
2022-02-20,SKU_001,Electronics,13,424.72,0,7
2022-02-27,SKU_001,Electronics,14,424.72,0,8
2022-03-06,SKU_001,Electronics,15,424.72,0,9
2022-03-13,SKU_001,Electronics,15,424.72,0,10
2022-03-20,SKU_001,Electronics,18,424.72,1,11
2022-03-27,SKU_001,Electronics,8,424.72,0,12
2022-04-03,SKU_001,Electronics,14,424.72,0,13
2022-04-10,SKU_001,Electronics,14,424.72,0,14
2022-04-17,SKU_001,Electronics,21,424.72,0,15
2022-04-24,SKU_001,Electronics,13,424.72,0,16
2022-05-01,SKU_001,Electronics,15,424.72,0,17
2022-05-08,SKU_001,Electronics,17,424.72,0,18
2022-05-15,SKU_001,Electronics,16,424.72,0,19
2022-05-22,SKU_001,Electronics,18,424.72,0,20
2022-05-29,SKU_001,Electronics,10,424.72,0,21
2022-06-05,SKU_001,Electronics,11,424.72,0,22
2022-06-12,SKU_001,Electronics,12,424.72,0,23
2022-06-19,SKU_001,Electronics,9,424.72,0,24
2022-06-26,SKU_001,Electronics,14,424.72,0,25
2022-07-03,SKU_001,Electronics,11,424.72,0,26
2022-07-10,SKU_001,Electronics,23,424.72,1,27
2022-07-17,SKU_001,Electronics,12,424.72,0,28
2022-07-24,SKU_001,Electronics,17,424.72,1,29
2022-07-31,SKU_001,Electronics,21,424.72,1,30
2022-08-07,SKU_001,Electronics,15,424.72,1,31
2022-08-14,SKU_001,Electronics,9,424.72,0,32
2022-08-21,SKU_001,Electronics,15,424.72,0,33
2022-08-28,SKU_001,Electronics,19,424.72,1,34
2022-09-04,SKU_001,Electronics,16,424.72,0,35
2022-09-11,SKU_001,Electronics,16,424.72,0,36
2022-09-18,SKU_001,Electronics,19,424.72,1,37
2022-09-25,SKU_001,Electronics,12,424.72,0,38
2022-10-02,SKU_001,Electronics,15,424.72,0,39
2022-10-09,SKU_001,Electronics,19,424.72,1,40
2022-10-16,SKU_001,Electronics,12,424.72,0,41
2022-10-23,SKU_001,Electronics,20,424.72,0,42
2022-10-30,SKU_001,Electronics,15,424.72,0,43
2022-11-06,SKU_001,Electronics,18,424.72,0,44
2022-11-13,SKU_001,Electronics,24,424.72,0,45
2022-11-20,SKU_001,Electronics,24,424.72,0,46
2022-11-27,SKU_001,Electronics,23,424.72,0,47
2022-12-04,SKU_001,Electronics,21,424.72,0,48
2022-12-11,SKU_001,Electronics,19,424.72,0,49
2022-12-18,SKU_001,Electronics,21,424.72,0,50
2022-12-25,SKU_001,Electronics,29,424.72,1,51
2023-01-01,SKU_001,Electronics,14,424.72,0,52
2023-01-08,SKU_001,Electronics,18,424.72,0,1
2023-01-15,SKU_001,Electronics,16,424.72,0,2
2023-01-22,SKU_001,Electronics,11,424.72,0,3
2023-01-29,SKU_001,Electronics,11,424.72,0,4
2023-02-05,SKU_001,Electronics,20,424.72,1,5
2023-02-12,SKU_001,Electronics,18,424.72,1,6
2023-02-19,SKU_001,Electronics,16,424.72,0,7
2023-02-26,SKU_001,Electronics,20,424.72,1,8
2023-03-05,SKU_001,Electronics,18,424.72,1,9
2023-03-12,SKU_001,Electronics,16,424.72,1,10
2023-03-19,SKU_001,Electronics,14,424.72,1,11
2023-03-26,SKU_001,Electronics,15,424.72,0,12
2023-04-02,SKU_001,Electronics,15,424.72,1,13
2023-04-09,SKU_001,Electronics,11,424.72,0,14
2023-04-16,SKU_001,Electronics,14,424.72,0,15
2023-04-23,SKU_001,Electronics,19,424.72,1,16
2023-04-30,SKU_001,Electronics,15,424.72,1,17
2023-05-07,SKU_001,Electronics,17,424.72,0,18
2023-05-14,SKU_001,Electronics,17,424.72,0,19
2023-05-21,SKU_001,Electronics,16,424.72,0,20
2023-05-28,SKU_001,Electronics,20,424.72,1,21
2023-06-04,SKU_001,Electronics,20,424.72,1,22
2023-06-11,SKU_001,Electronics,26,424.72,0,23
2023-06-18,SKU_001,Electronics,17,424.72,0,24
2023-06-25,SKU_001,Electronics,20,424.72,1,25
2023-07-02,SKU_001,Electronics,12,424.72,0,26
2023-07-09,SKU_001,Electronics,13,424.72,0,27
2023-07-16,SKU_001,Electronics,21,424.72,0,28
2023-07-23,SKU_001,Electronics,8,424.72,0,29
2023-07-30,SKU_001,Electronics,13,424.72,0,30
2023-08-06,SKU_001,Electronics,17,424.72,0,31
2023-08-13,SKU_001,Electronics,12,424.72,0,32
2023-08-20,SKU_001,Electronics,16,424.72,0,33
2023-08-27,SKU_001,Electronics,14,424.72,0,34
2023-09-03,SKU_001,Electronics,12,424.72,0,35
2023-09-10,SKU_001,Electronics,8,424.72,0,36
2023-09-17,SKU_001,Electronics,15,424.72,0,37
2023-09-24,SKU_001,Electronics,12,424.72,0,38
2023-10-01,SKU_001,Electronics,14,424.72,0,39
2023-10-08,SKU_001,Electronics,20,424.72,1,40
2023-10-15,SKU_001,Electronics,17,424.72,0,41
2023-10-22,SKU_001,Electronics,13,424.72,0,42
2023-10-29,SKU_001,Electronics,12,424.72,0,43
2023-11-05,SKU_001,Electronics,18,424.72,0,44
2023-11-12,SKU_001,Electronics,31,424.72,1,45
2023-11-19,SKU_001,Electronics,28,424.72,0,46
2023-11-26,SKU_001,Electronics,24,424.72,0,47
2023-12-03,SKU_001,Electronics,25,424.72,0,48
2023-12-10,SKU_001,Electronics,19,424.72,0,49
2023-12-17,SKU_001,Electronics,23,424.72,0,50
2023-12-24,SKU_001,Electronics,24,424.72,0,51
2021-01-03,SKU_002,Electronics,13,258.7,0,53
2021-01-10,SKU_002,Electronics,17,258.7,0,1
2021-01-17,SKU_002,Electronics,22,258.7,0,2
2021-01-24,SKU_002,Electronics,21,258.7,0,3
2021-01-31,SKU_002,Electronics,17,258.7,0,4
2021-02-07,SKU_002,Electronics,29,258.7,1,5
2021-02-14,SKU_002,Electronics,17,258.7,0,6
2021-02-21,SKU_002,Electronics,17,258.7,0,7
2021-02-28,SKU_002,Electronics,17,258.7,1,8
2021-03-07,SKU_002,Electronics,21,258.7,0,9
2021-03-14,SKU_002,Electronics,19,258.7,0,10
2021-03-21,SKU_002,Electronics,17,258.7,0,11
2021-03-28,SKU_002,Electronics,21,258.7,1,12
2021-04-04,SKU_002,Electronics,18,258.7,0,13
2021-04-11,SKU_002,Electronics,21,258.7,1,14
2021-04-18,SKU_002,Electronics,16,258.7,0,15
2021-04-25,SKU_002,Electronics,18,258.7,0,16
2021-05-02,SKU_002,Electronics,24,258.7,1,17
2021-05-09,SKU_002,Electronics,19,258.7,0,18
2021-05-16,SKU_002,Electronics,20,258.7,1,19
2021-05-23,SKU_002,Electronics,17,258.7,1,20
2021-05-30,SKU_002,Electronics,13,258.7,0,21
2021-06-06,SKU_002,Electronics,22,258.7,0,22
2021-06-13,SKU_002,Electronics,16,258.7,0,23
2021-06-20,SKU_002,Electronics,17,258.7,0,24
2021-06-27,SKU_002,Electronics,25,258.7,1,25
2021-07-04,SKU_002,Electronics,16,258.7,0,26
2021-07-11,SKU_002,Electronics,20,258.7,0,27
2021-07-18,SKU_002,Electronics,22,258.7,1,28
2021-07-25,SKU_002,Electronics,21,258.7,1,29
2021-08-01,SKU_002,Electronics,28,258.7,1,30
2021-08-08,SKU_002,Electronics,20,258.7,0,31
2021-08-15,SKU_002,Electronics,21,258.7,0,32
2021-08-22,SKU_002,Electronics,14,258.7,0,33
2021-08-29,SKU_002,Electronics,15,258.7,0,34
2021-09-05,SKU_002,Electronics,17,258.7,0,35
2021-09-12,SKU_002,Electronics,16,258.7,0,36
2021-09-19,SKU_002,Electronics,20,258.7,0,37
2021-09-26,SKU_002,Electronics,19,258.7,0,38
2021-10-03,SKU_002,Electronics,21,258.7,0,39
2021-10-10,SKU_002,Electronics,16,258.7,0,40
2021-10-17,SKU_002,Electronics,23,258.7,1,41
2021-10-24,SKU_002,Electronics,21,258.7,0,42
2021-10-31,SKU_002,Electronics,21,258.7,1,43
2021-11-07,SKU_002,Electronics,32,258.7,1,44
2021-11-14,SKU_002,Electronics,30,258.7,0,45
2021-11-21,SKU_002,Electronics,20,258.7,0,46
2021-11-28,SKU_002,Electronics,39,258.7,1,47
2021-12-05,SKU_002,Electronics,25,258.7,0,48
2021-12-12,SKU_002,Electronics,26,258.7,0,49
2021-12-19,SKU_002,Electronics,30,258.7,0,50
2021-12-26,SKU_002,Electronics,28,258.7,0,51
2022-01-02,SKU_002,Electronics,18,258.7,1,52
2022-01-09,SKU_002,Electronics,20,258.7,1,1
2022-01-16,SKU_002,Electronics,17,258.7,0,2
2022-01-23,SKU_002,Electronics,25,258.7,1,3
2022-01-30,SKU_002,Electronics,19,258.7,0,4
2022-02-06,SKU_002,Electronics,17,258.7,0,5
2022-02-13,SKU_002,Electronics,16,258.7,0,6
2022-02-20,SKU_002,Electronics,23,258.7,0,7
2022-02-27,SKU_002,Electronics,17,258.7,0,8
2022-03-06,SKU_002,Electronics,20,258.7,0,9
2022-03-13,SKU_002,Electronics,17,258.7,0,10
2022-03-20,SKU_002,Electronics,13,258.7,0,11
2022-03-27,SKU_002,Electronics,11,258.7,0,12
2022-04-03,SKU_002,Electronics,24,258.7,1,13
2022-04-10,SKU_002,Electronics,19,258.7,0,14
2022-04-17,SKU_002,Electronics,22,258.7,0,15
2022-04-24,SKU_002,Electronics,22,258.7,1,16
2022-05-01,SKU_002,Electronics,22,258.7,1,17
2022-05-08,SKU_002,Electronics,23,258.7,1,18
2022-05-15,SKU_002,Electronics,14,258.7,0,19
2022-05-22,SKU_002,Electronics,23,258.7,1,20
2022-05-29,SKU_002,Electronics,18,258.7,0,21
2022-06-05,SKU_002,Electronics,17,258.7,0,22
2022-06-12,SKU_002,Electronics,22,258.7,1,23
2022-06-19,SKU_002,Electronics,27,258.7,1,24
2022-06-26,SKU_002,Electronics,23,258.7,1,25
2022-07-03,SKU_002,Electronics,22,258.7,1,26
2022-07-10,SKU_002,Electronics,12,258.7,0,27
2022-07-17,SKU_002,Electronics,18,258.7,1,28
2022-07-24,SKU_002,Electronics,19,258.7,0,29
2022-07-31,SKU_002,Electronics,15,258.7,0,30
2022-08-07,SKU_002,Electronics,16,258.7,0,31
2022-08-14,SKU_002,Electronics,17,258.7,0,32
2022-08-21,SKU_002,Electronics,27,258.7,1,33
2022-08-28,SKU_002,Electronics,20,258.7,0,34
2022-09-04,SKU_002,Electronics,18,258.7,0,35
2022-09-11,SKU_002,Electronics,22,258.7,0,36
2022-09-18,SKU_002,Electronics,20,258.7,0,37
2022-09-25,SKU_002,Electronics,12,258.7,0,38
2022-10-02,SKU_002,Electronics,21,258.7,0,39
2022-10-09,SKU_002,Electronics,23,258.7,1,40
2022-10-16,SKU_002,Electronics,11,258.7,0,41
2022-10-23,SKU_002,Electronics,20,258.7,0,42
2022-10-30,SKU_002,Electronics,23,258.7,1,43
2022-11-06,SKU_002,Electronics,26,258.7,0,44
2022-11-13,SKU_002,Electronics,28,258.7,0,45
2022-11-20,SKU_002,Electronics,26,258.7,0,46
2022-11-27,SKU_002,Electronics,27,258.7,0,47
2022-12-04,SKU_002,Electronics,26,258.7,0,48
2022-12-11,SKU_002,Electronics,26,258.7,0,49
2022-12-18,SKU_002,Electronics,23,258.7,0,50
2022-12-25,SKU_002,Electronics,27,258.7,0,51
2023-01-01,SKU_002,Electronics,29,258.7,1,52
2023-01-08,SKU_002,Electronics,16,258.7,0,1
2023-01-15,SKU_002,Electronics,15,258.7,0,2
2023-01-22,SKU_002,Electronics,15,258.7,0,3
2023-01-29,SKU_002,Electronics,13,258.7,0,4
2023-02-05,SKU_002,Electronics,17,258.7,0,5
2023-02-12,SKU_002,Electronics,17,258.7,0,6
2023-02-19,SKU_002,Electronics,17,258.7,0,7
2023-02-26,SKU_002,Electronics,20,258.7,0,8
2023-03-05,SKU_002,Electronics,15,258.7,0,9
2023-03-12,SKU_002,Electronics,16,258.7,0,10
2023-03-19,SKU_002,Electronics,13,258.7,0,11
2023-03-26,SKU_002,Electronics,15,258.7,0,12
2023-04-02,SKU_002,Electronics,11,258.7,0,13
2023-04-09,SKU_002,Electronics,20,258.7,0,14
2023-04-16,SKU_002,Electronics,19,258.7,1,15
2023-04-23,SKU_002,Electronics,14,258.7,0,16
2023-04-30,SKU_002,Electronics,17,258.7,0,17
2023-05-07,SKU_002,Electronics,15,258.7,0,18
2023-05-14,SKU_002,Electronics,14,258.7,0,19
2023-05-21,SKU_002,Electronics,14,258.7,0,20
2023-05-28,SKU_002,Electronics,15,258.7,0,21
2023-06-04,SKU_002,Electronics,18,258.7,0,22
2023-06-11,SKU_002,Electronics,20,258.7,0,23
2023-06-18,SKU_002,Electronics,15,258.7,0,24
2023-06-25,SKU_002,Electronics,17,258.7,0,25
2023-07-02,SKU_002,Electronics,16,258.7,0,26
2023-07-09,SKU_002,Electronics,22,258.7,0,27
2023-07-16,SKU_002,Electronics,21,258.7,0,28
2023-07-23,SKU_002,Electronics,13,258.7,0,29
2023-07-30,SKU_002,Electronics,17,258.7,0,30
2023-08-06,SKU_002,Electronics,18,258.7,0,31
2023-08-13,SKU_002,Electronics,16,258.7,0,32
2023-08-20,SKU_002,Electronics,15,258.7,0,33
2023-08-27,SKU_002,Electronics,15,258.7,0,34
2023-09-03,SKU_002,Electronics,21,258.7,1,35
2023-09-10,SKU_002,Electronics,10,258.7,0,36
2023-09-17,SKU_002,Electronics,24,258.7,1,37
2023-09-24,SKU_002,Electronics,18,258.7,0,38
2023-10-01,SKU_002,Electronics,22,258.7,1,39
2023-10-08,SKU_002,Electronics,20,258.7,1,40
2023-10-15,SKU_002,Electronics,16,258.7,0,41
2023-10-22,SKU_002,Electronics,29,258.7,1,42
2023-10-29,SKU_002,Electronics,22,258.7,0,43
2023-11-05,SKU_002,Electronics,24,258.7,0,44
2023-11-12,SKU_002,Electronics,23,258.7,0,45
2023-11-19,SKU_002,Electronics,25,258.7,0,46
2023-11-26,SKU_002,Electronics,25,258.7,0,47
2023-12-03,SKU_002,Electronics,23,258.7,0,48
2023-12-10,SKU_002,Electronics,27,258.7,0,49
2023-12-17,SKU_002,Electronics,26,258.7,0,50
2023-12-24,SKU_002,Electronics,25,258.7,0,51
2021-01-03,SKU_003,Electronics,26,238.02,1,53
2021-01-10,SKU_003,Electronics,16,238.02,0,1
2021-01-17,SKU_003,Electronics,19,238.02,0,2
2021-01-24,SKU_003,Electronics,22,238.02,0,3
2021-01-31,SKU_003,Electronics,19,238.02,0,4
2021-02-07,SKU_003,Electronics,22,238.02,1,5
2021-02-14,SKU_003,Electronics,24,238.02,1,6
2021-02-21,SKU_003,Electronics,21,238.02,1,7
2021-02-28,SKU_003,Electronics,18,238.02,0,8
2021-03-07,SKU_003,Electronics,17,238.02,0,9
2021-03-14,SKU_003,Electronics,24,238.02,1,10
2021-03-21,SKU_003,Electronics,16,238.02,0,11
2021-03-28,SKU_003,Electronics,19,238.02,0,12
2021-04-04,SKU_003,Electronics,16,238.02,0,13
2021-04-11,SKU_003,Electronics,20,238.02,0,14
2021-04-18,SKU_003,Electronics,17,238.02,0,15
2021-04-25,SKU_003,Electronics,17,238.02,1,16
2021-05-02,SKU_003,Electronics,15,238.02,0,17
2021-05-09,SKU_003,Electronics,18,238.02,0,18
2021-05-16,SKU_003,Electronics,23,238.02,0,19
2021-05-23,SKU_003,Electronics,25,238.02,1,20
2021-05-30,SKU_003,Electronics,16,238.02,1,21
2021-06-06,SKU_003,Electronics,13,238.02,0,22
2021-06-13,SKU_003,Electronics,21,238.02,0,23
2021-06-20,SKU_003,Electronics,19,238.02,0,24
2021-06-27,SKU_003,Electronics,30,238.02,1,25
2021-07-04,SKU_003,Electronics,16,238.02,0,26
2021-07-11,SKU_003,Electronics,15,238.02,0,27
2021-07-18,SKU_003,Electronics,18,238.02,0,28
2021-07-25,SKU_003,Electronics,16,238.02,0,29
2021-08-01,SKU_003,Electronics,26,238.02,1,30
2021-08-08,SKU_003,Electronics,16,238.02,0,31
2021-08-15,SKU_003,Electronics,22,238.02,1,32
2021-08-22,SKU_003,Electronics,15,238.02,0,33
2021-08-29,SKU_003,Electronics,20,238.02,0,34
2021-09-05,SKU_003,Electronics,15,238.02,0,35
2021-09-12,SKU_003,Electronics,19,238.02,0,36
2021-09-19,SKU_003,Electronics,23,238.02,0,37
2021-09-26,SKU_003,Electronics,12,238.02,0,38
2021-10-03,SKU_003,Electronics,22,238.02,0,39
2021-10-10,SKU_003,Electronics,24,238.02,1,40
2021-10-17,SKU_003,Electronics,14,238.02,0,41
2021-10-24,SKU_003,Electronics,18,238.02,0,42
2021-10-31,SKU_003,Electronics,20,238.02,0,43
2021-11-07,SKU_003,Electronics,32,238.02,1,44
2021-11-14,SKU_003,Electronics,28,238.02,0,45
2021-11-21,SKU_003,Electronics,31,238.02,0,46
2021-11-28,SKU_003,Electronics,33,238.02,1,47
2021-12-05,SKU_003,Electronics,32,238.02,1,48
2021-12-12,SKU_003,Electronics,34,238.02,1,49
2021-12-19,SKU_003,Electronics,35,238.02,1,50
2021-12-26,SKU_003,Electronics,30,238.02,0,51
2022-01-02,SKU_003,Electronics,17,238.02,0,52
2022-01-09,SKU_003,Electronics,22,238.02,1,1
2022-01-16,SKU_003,Electronics,15,238.02,0,2
2022-01-23,SKU_003,Electronics,13,238.02,0,3
2022-01-30,SKU_003,Electronics,19,238.02,1,4
2022-02-06,SKU_003,Electronics,14,238.02,0,5
2022-02-13,SKU_003,Electronics,17,238.02,0,6
2022-02-20,SKU_003,Electronics,13,238.02,0,7
2022-02-27,SKU_003,Electronics,9,238.02,0,8
2022-03-06,SKU_003,Electronics,23,238.02,1,9
2022-03-13,SKU_003,Electronics,23,238.02,0,10
2022-03-20,SKU_003,Electronics,21,238.02,0,11
2022-03-27,SKU_003,Electronics,17,238.02,0,12
2022-04-03,SKU_003,Electronics,14,238.02,0,13
2022-04-10,SKU_003,Electronics,31,238.02,1,14
2022-04-17,SKU_003,Electronics,18,238.02,0,15
2022-04-24,SKU_003,Electronics,18,238.02,0,16
2022-05-01,SKU_003,Electronics,17,238.02,0,17
2022-05-08,SKU_003,Electronics,17,238.02,0,18
2022-05-15,SKU_003,Electronics,16,238.02,0,19
2022-05-22,SKU_003,Electronics,17,238.02,0,20
2022-05-29,SKU_003,Electronics,22,238.02,0,21
2022-06-05,SKU_003,Electronics,21,238.02,0,22
2022-06-12,SKU_003,Electronics,11,238.02,0,23
2022-06-19,SKU_003,Electronics,13,238.02,0,24
2022-06-26,SKU_003,Electronics,15,238.02,0,25
2022-07-03,SKU_003,Electronics,20,238.02,0,26
2022-07-10,SKU_003,Electronics,21,238.02,0,27
2022-07-17,SKU_003,Electronics,20,238.02,0,28
2022-07-24,SKU_003,Electronics,14,238.02,0,29
2022-07-31,SKU_003,Electronics,16,238.02,0,30
2022-08-07,SKU_003,Electronics,19,238.02,0,31
2022-08-14,SKU_003,Electronics,17,238.02,0,32
2022-08-21,SKU_003,Electronics,16,238.02,0,33
2022-08-28,SKU_003,Electronics,22,238.02,1,34
2022-09-04,SKU_003,Electronics,21,238.02,0,35
2022-09-11,SKU_003,Electronics,19,238.02,0,36
2022-09-18,SKU_003,Electronics,17,238.02,0,37
2022-09-25,SKU_003,Electronics,19,238.02,0,38
2022-10-02,SKU_003,Electronics,14,238.02,0,39
2022-10-09,SKU_003,Electronics,21,238.02,1,40
2022-10-16,SKU_003,Electronics,21,238.02,0,41
2022-10-23,SKU_003,Electronics,13,238.02,0,42
2022-10-30,SKU_003,Electronics,19,238.02,0,43
2022-11-06,SKU_003,Electronics,20,238.02,0,44
2022-11-13,SKU_003,Electronics,32,238.02,0,45
2022-11-20,SKU_003,Electronics,33,238.02,1,46
2022-11-27,SKU_003,Electronics,36,238.02,1,47
2022-12-04,SKU_003,Electronics,27,238.02,0,48
2022-12-11,SKU_003,Electronics,27,238.02,0,49
2022-12-18,SKU_003,Electronics,27,238.02,0,50
2022-12-25,SKU_003,Electronics,21,238.02,0,51
2023-01-01,SKU_003,Electronics,18,238.02,0,52
2023-01-08,SKU_003,Electronics,22,238.02,1,1
2023-01-15,SKU_003,Electronics,16,238.02,0,2
2023-01-22,SKU_003,Electronics,15,238.02,0,3
2023-01-29,SKU_003,Electronics,24,238.02,1,4
2023-02-05,SKU_003,Electronics,15,238.02,0,5
2023-02-12,SKU_003,Electronics,21,238.02,0,6
2023-02-19,SKU_003,Electronics,19,238.02,0,7
2023-02-26,SKU_003,Electronics,18,238.02,0,8
2023-03-05,SKU_003,Electronics,20,238.02,0,9
2023-03-12,SKU_003,Electronics,12,238.02,0,10
2023-03-19,SKU_003,Electronics,14,238.02,0,11
2023-03-26,SKU_003,Electronics,19,238.02,0,12
2023-04-02,SKU_003,Electronics,15,238.02,0,13
2023-04-09,SKU_003,Electronics,16,238.02,0,14
2023-04-16,SKU_003,Electronics,13,238.02,0,15
2023-04-23,SKU_003,Electronics,15,238.02,0,16
2023-04-30,SKU_003,Electronics,21,238.02,0,17
2023-05-07,SKU_003,Electronics,19,238.02,0,18
2023-05-14,SKU_003,Electronics,18,238.02,0,19
2023-05-21,SKU_003,Electronics,16,238.02,0,20
2023-05-28,SKU_003,Electronics,18,238.02,0,21
2023-06-04,SKU_003,Electronics,21,238.02,0,22
2023-06-11,SKU_003,Electronics,15,238.02,0,23
2023-06-18,SKU_003,Electronics,17,238.02,0,24
2023-06-25,SKU_003,Electronics,23,238.02,0,25
2023-07-02,SKU_003,Electronics,20,238.02,0,26
2023-07-09,SKU_003,Electronics,16,238.02,0,27
2023-07-16,SKU_003,Electronics,19,238.02,0,28
2023-07-23,SKU_003,Electronics,13,238.02,0,29
2023-07-30,SKU_003,Electronics,17,238.02,0,30
2023-08-06,SKU_003,Electronics,19,238.02,0,31
2023-08-13,SKU_003,Electronics,19,238.02,0,32
2023-08-20,SKU_003,Electronics,25,238.02,1,33
2023-08-27,SKU_003,Electronics,20,238.02,0,34
2023-09-03,SKU_003,Electronics,19,238.02,0,35
2023-09-10,SKU_003,Electronics,19,238.02,0,36
2023-09-17,SKU_003,Electronics,18,238.02,0,37
2023-09-24,SKU_003,Electronics,14,238.02,0,38
2023-10-01,SKU_003,Electronics,26,238.02,1,39
2023-10-08,SKU_003,Electronics,23,238.02,1,40
2023-10-15,SKU_003,Electronics,25,238.02,1,41
2023-10-22,SKU_003,Electronics,26,238.02,1,42
2023-10-29,SKU_003,Electronics,16,238.02,0,43
2023-11-05,SKU_003,Electronics,25,238.02,0,44
2023-11-12,SKU_003,Electronics,26,238.02,0,45
2023-11-19,SKU_003,Electronics,30,238.02,0,46
2023-11-26,SKU_003,Electronics,24,238.02,0,47
2023-12-03,SKU_003,Electronics,31,238.02,0,48
2023-12-10,SKU_003,Electronics,27,238.02,0,49
2023-12-17,SKU_003,Electronics,27,238.02,0,50
2023-12-24,SKU_003,Electronics,29,238.02,0,51
2021-01-03,SKU_004,Electronics,26,214.64,1,53
2021-01-10,SKU_004,Electronics,18,214.64,0,1
2021-01-17,SKU_004,Electronics,27,214.64,1,2
2021-01-24,SKU_004,Electronics,16,214.64,0,3
2021-01-31,SKU_004,Electronics,21,214.64,0,4
2021-02-07,SKU_004,Electronics,24,214.64,1,5
2021-02-14,SKU_004,Electronics,13,214.64,0,6
2021-02-21,SKU_004,Electronics,13,214.64,0,7
2021-02-28,SKU_004,Electronics,17,214.64,0,8
2021-03-07,SKU_004,Electronics,16,214.64,0,9
2021-03-14,SKU_004,Electronics,12,214.64,0,10
2021-03-21,SKU_004,Electronics,14,214.64,0,11
2021-03-28,SKU_004,Electronics,17,214.64,0,12
2021-04-04,SKU_004,Electronics,21,214.64,1,13
2021-04-11,SKU_004,Electronics,30,214.64,1,14
2021-04-18,SKU_004,Electronics,16,214.64,0,15
2021-04-25,SKU_004,Electronics,27,214.64,1,16
2021-05-02,SKU_004,Electronics,23,214.64,0,17
2021-05-09,SKU_004,Electronics,16,214.64,0,18
2021-05-16,SKU_004,Electronics,16,214.64,0,19
2021-05-23,SKU_004,Electronics,16,214.64,0,20
2021-05-30,SKU_004,Electronics,23,214.64,1,21
2021-06-06,SKU_004,Electronics,22,214.64,1,22
2021-06-13,SKU_004,Electronics,14,214.64,0,23
2021-06-20,SKU_004,Electronics,19,214.64,0,24
2021-06-27,SKU_004,Electronics,17,214.64,0,25
2021-07-04,SKU_004,Electronics,25,214.64,0,26
2021-07-11,SKU_004,Electronics,21,214.64,0,27
2021-07-18,SKU_004,Electronics,17,214.64,0,28
2021-07-25,SKU_004,Electronics,20,214.64,0,29
