datetime,pickup_zone,ride_requests,temperature,humidity,is_raining,hour_of_day,day_of_week,is_weekend,month
2022-01-10 00:00:00,Mumbai_Central,27,25.6,74.1,0,0,0,False,1
2022-01-10 04:00:00,Mumbai_Central,24,28.0,88.9,0,4,0,False,1
2022-01-10 08:00:00,Mumbai_Central,37,28.6,89.8,0,8,0,False,1
2022-01-10 12:00:00,Mumbai_Central,31,35.9,87.0,0,12,0,False,1
2022-01-10 16:00:00,Mumbai_Central,27,11.0,77.5,0,16,0,False,1
2022-01-10 20:00:00,Mumbai_Central,59,23.8,87.3,0,20,0,False,1
2022-01-11 00:00:00,Mumbai_Central,34,27.4,84.3,1,0,1,False,1
2022-01-11 04:00:00,Mumbai_Central,27,25.7,68.2,0,4,1,False,1
2022-01-11 08:00:00,Mumbai_Central,50,17.1,80.2,0,8,1,False,1
2022-01-11 12:00:00,Mumbai_Central,25,32.3,83.2,0,12,1,False,1
2022-01-11 16:00:00,Mumbai_Central,32,39.9,66.4,0,16,1,False,1
2022-01-11 20:00:00,Mumbai_Central,39,35.0,87.1,0,20,1,False,1
2022-01-12 00:00:00,Mumbai_Central,30,27.9,67.7,0,0,2,False,1
2022-01-12 04:00:00,Mumbai_Central,32,34.4,62.3,0,4,2,False,1
2022-01-12 08:00:00,Mumbai_Central,32,19.2,70.4,1,8,2,False,1
2022-01-12 12:00:00,Mumbai_Central,26,31.9,61.2,0,12,2,False,1
2022-01-12 16:00:00,Mumbai_Central,23,27.1,66.2,0,16,2,False,1
2022-01-12 20:00:00,Mumbai_Central,46,19.7,84.0,0,20,2,False,1
2022-01-13 00:00:00,Mumbai_Central,22,34.8,82.4,0,0,3,False,1
2022-01-13 04:00:00,Mumbai_Central,25,23.0,73.9,0,4,3,False,1
2022-01-13 08:00:00,Mumbai_Central,34,27.0,76.0,0,8,3,False,1
2022-01-13 12:00:00,Mumbai_Central,23,20.4,69.7,0,12,3,False,1
2022-01-13 16:00:00,Mumbai_Central,26,27.9,62.6,0,16,3,False,1
2022-01-13 20:00:00,Mumbai_Central,48,39.8,68.5,0,20,3,False,1
2022-01-14 00:00:00,Mumbai_Central,30,22.8,65.6,0,0,4,False,1
2022-01-14 04:00:00,Mumbai_Central,23,24.1,72.3,1,4,4,False,1
2022-01-14 08:00:00,Mumbai_Central,36,32.2,76.7,0,8,4,False,1
2022-01-14 12:00:00,Mumbai_Central,24,29.7,72.8,0,12,4,False,1
2022-01-14 16:00:00,Mumbai_Central,24,18.9,74.4,0,16,4,False,1
2022-01-14 20:00:00,Mumbai_Central,37,30.1,61.9,1,20,4,False,1
2022-01-15 00:00:00,Mumbai_Central,21,13.8,87.9,0,0,5,True,1
2022-01-15 04:00:00,Mumbai_Central,23,19.7,62.0,0,4,5,True,1
2022-01-15 08:00:00,Mumbai_Central,30,25.5,84.4,0,8,5,True,1
2022-01-15 12:00:00,Mumbai_Central,21,25.4,71.3,0,12,5,True,1
2022-01-15 16:00:00,Mumbai_Central,20,35.1,78.7,0,16,5,True,1
2022-01-15 20:00:00,Mumbai_Central,39,28.8,83.8,0,20,5,True,1
2022-01-16 00:00:00,Mumbai_Central,20,34.6,61.0,0,0,6,True,1
2022-01-16 04:00:00,Mumbai_Central,22,21.2,85.4,0,4,6,True,1
2022-01-16 08:00:00,Mumbai_Central,27,35.7,79.2,0,8,6,True,1
2022-01-16 12:00:00,Mumbai_Central,19,35.8,87.3,0,12,6,True,1
2022-01-16 16:00:00,Mumbai_Central,19,47.6,60.5,1,16,6,True,1
2022-01-16 20:00:00,Mumbai_Central,40,29.0,77.3,0,20,6,True,1
2022-01-17 00:00:00,Mumbai_Central,28,28.4,77.7,0,0,0,False,1
2022-01-17 04:00:00,Mumbai_Central,22,36.8,70.0,0,4,0,False,1
2022-01-17 08:00:00,Mumbai_Central,42,25.9,64.2,0,8,0,False,1
2022-01-17 12:00:00,Mumbai_Central,29,16.0,79.9,0,12,0,False,1
2022-01-17 16:00:00,Mumbai_Central,31,28.0,77.9,0,16,0,False,1
2022-01-17 20:00:00,Mumbai_Central,51,29.3,65.7,0,20,0,False,1
2022-01-18 00:00:00,Mumbai_Central,25,26.0,75.7,0,0,1,False,1
2022-01-18 04:00:00,Mumbai_Central,26,40.0,85.9,1,4,1,False,1
2022-01-18 08:00:00,Mumbai_Central,38,31.9,79.8,0,8,1,False,1
2022-01-18 12:00:00,Mumbai_Central,24,21.8,63.1,0,12,1,False,1
2022-01-18 16:00:00,Mumbai_Central,23,34.5,85.7,0,16,1,False,1
2022-01-18 20:00:00,Mumbai_Central,45,20.5,86.9,0,20,1,False,1
2022-01-19 00:00:00,Mumbai_Central,21,30.6,72.6,1,0,2,False,1
2022-01-19 04:00:00,Mumbai_Central,30,18.0,77.7,0,4,2,False,1
2022-01-19 08:00:00,Mumbai_Central,42,35.8,84.0,0,8,2,False,1
2022-01-19 12:00:00,Mumbai_Central,23,27.8,64.2,0,12,2,False,1
2022-01-19 16:00:00,Mumbai_Central,31,29.6,68.2,0,16,2,False,1
2022-01-19 20:00:00,Mumbai_Central,49,20.2,64.1,1,20,2,False,1
2022-01-20 00:00:00,Mumbai_Central,31,26.7,71.5,0,0,3,False,1
2022-01-20 04:00:00,Mumbai_Central,22,34.5,78.1,0,4,3,False,1
2022-01-20 08:00:00,Mumbai_Central,38,20.4,79.9,1,8,3,False,1
2022-01-20 12:00:00,Mumbai_Central,28,49.1,67.9,0,12,3,False,1
2022-01-20 16:00:00,Mumbai_Central,24,29.4,74.9,0,16,3,False,1
2022-01-20 20:00:00,Mumbai_Central,47,25.3,77.7,0,20,3,False,1
2022-01-21 00:00:00,Mumbai_Central,24,36.5,82.0,0,0,4,False,1
2022-01-21 04:00:00,Mumbai_Central,30,29.0,89.6,1,4,4,False,1
2022-01-21 08:00:00,Mumbai_Central,35,19.4,87.7,1,8,4,False,1
2022-01-21 12:00:00,Mumbai_Central,34,36.4,77.9,0,12,4,False,1
2022-01-21 16:00:00,Mumbai_Central,23,25.9,69.5,0,16,4,False,1
2022-01-21 20:00:00,Mumbai_Central,54,29.1,60.7,1,20,4,False,1
2022-01-22 00:00:00,Mumbai_Central,21,46.4,86.2,1,0,5,True,1
2022-01-22 04:00:00,Mumbai_Central,22,25.1,63.3,0,4,5,True,1
2022-01-22 08:00:00,Mumbai_Central,26,12.5,80.4,0,8,5,True,1
2022-01-22 12:00:00,Mumbai_Central,22,18.3,86.4,1,12,5,True,1
2022-01-22 16:00:00,Mumbai_Central,20,29.3,78.2,0,16,5,True,1
2022-01-22 20:00:00,Mumbai_Central,29,31.9,65.6,0,20,5,True,1
2022-01-23 00:00:00,Mumbai_Central,18,25.0,82.7,0,0,6,True,1
2022-01-23 04:00:00,Mumbai_Central,17,18.6,76.1,0,4,6,True,1
2022-01-23 08:00:00,Mumbai_Central,29,32.3,76.5,0,8,6,True,1
2022-01-23 12:00:00,Mumbai_Central,19,36.7,62.4,0,12,6,True,1
2022-01-23 16:00:00,Mumbai_Central,20,48.2,84.7,0,16,6,True,1
2022-01-23 20:00:00,Mumbai_Central,40,23.8,85.1,0,20,6,True,1
2022-01-24 00:00:00,Mumbai_Central,31,26.7,70.1,0,0,0,False,1
2022-01-24 04:00:00,Mumbai_Central,24,29.2,68.6,0,4,0,False,1
2022-01-24 08:00:00,Mumbai_Central,48,30.1,76.2,1,8,0,False,1
2022-01-24 12:00:00,Mumbai_Central,27,24.8,62.0,0,12,0,False,1
2022-01-24 16:00:00,Mumbai_Central,28,37.6,61.4,1,16,0,False,1
2022-01-24 20:00:00,Mumbai_Central,57,15.8,60.7,0,20,0,False,1
2022-01-25 00:00:00,Mumbai_Central,29,18.2,83.8,0,0,1,False,1
2022-01-25 04:00:00,Mumbai_Central,24,26.6,68.2,1,4,1,False,1
2022-01-25 08:00:00,Mumbai_Central,36,35.2,66.9,0,8,1,False,1
2022-01-25 12:00:00,Mumbai_Central,25,26.3,86.1,0,12,1,False,1
2022-01-25 16:00:00,Mumbai_Central,31,29.6,83.9,0,16,1,False,1
2022-01-25 20:00:00,Mumbai_Central,40,33.7,66.0,0,20,1,False,1
2022-01-26 00:00:00,Mumbai_Central,23,25.8,62.2,0,0,2,False,1
2022-01-26 04:00:00,Mumbai_Central,29,27.8,74.4,0,4,2,False,1
2022-01-26 08:00:00,Mumbai_Central,36,32.2,60.3,0,8,2,False,1
2022-01-26 12:00:00,Mumbai_Central,26,42.3,61.0,0,12,2,False,1
2022-01-26 16:00:00,Mumbai_Central,26,24.1,63.1,0,16,2,False,1
2022-01-26 20:00:00,Mumbai_Central,48,24.4,88.1,0,20,2,False,1
2022-01-27 00:00:00,Mumbai_Central,31,28.9,84.5,0,0,3,False,1
2022-01-27 04:00:00,Mumbai_Central,28,35.6,61.8,0,4,3,False,1
2022-01-27 08:00:00,Mumbai_Central,36,32.9,74.9,0,8,3,False,1
2022-01-27 12:00:00,Mumbai_Central,31,37.0,80.4,0,12,3,False,1
2022-01-27 16:00:00,Mumbai_Central,25,18.2,89.6,0,16,3,False,1
2022-01-27 20:00:00,Mumbai_Central,57,16.3,68.3,0,20,3,False,1
2022-01-28 00:00:00,Mumbai_Central,33,32.0,65.4,0,0,4,False,1
2022-01-28 04:00:00,Mumbai_Central,32,30.1,86.1,0,4,4,False,1
2022-01-28 08:00:00,Mumbai_Central,39,31.0,67.7,0,8,4,False,1
2022-01-28 12:00:00,Mumbai_Central,26,27.3,67.1,0,12,4,False,1
2022-01-28 16:00:00,Mumbai_Central,25,40.0,65.0,0,16,4,False,1
2022-01-28 20:00:00,Mumbai_Central,43,34.8,63.4,0,20,4,False,1
2022-01-29 00:00:00,Mumbai_Central,16,27.0,88.0,0,0,5,True,1
2022-01-29 04:00:00,Mumbai_Central,17,19.7,64.5,1,4,5,True,1
2022-01-29 08:00:00,Mumbai_Central,31,29.1,86.0,0,8,5,True,1
2022-01-29 12:00:00,Mumbai_Central,19,31.6,60.9,0,12,5,True,1
2022-01-29 16:00:00,Mumbai_Central,21,23.0,86.0,0,16,5,True,1
2022-01-29 20:00:00,Mumbai_Central,40,43.3,87.9,0,20,5,True,1
2022-01-30 00:00:00,Mumbai_Central,21,30.4,90.0,0,0,6,True,1
2022-01-30 04:00:00,Mumbai_Central,26,22.0,69.8,0,4,6,True,1
2022-01-30 08:00:00,Mumbai_Central,33,26.6,69.7,0,8,6,True,1
2022-01-30 12:00:00,Mumbai_Central,19,28.1,71.2,0,12,6,True,1
2022-01-30 16:00:00,Mumbai_Central,18,28.5,74.4,0,16,6,True,1
2022-01-30 20:00:00,Mumbai_Central,32,37.0,78.2,0,20,6,True,1
2022-01-31 00:00:00,Mumbai_Central,30,34.1,67.3,1,0,0,False,1
2022-01-31 04:00:00,Mumbai_Central,22,30.2,74.6,0,4,0,False,1
2022-01-31 08:00:00,Mumbai_Central,37,40.1,68.2,0,8,0,False,1
2022-01-31 12:00:00,Mumbai_Central,23,34.2,75.8,0,12,0,False,1
2022-01-31 16:00:00,Mumbai_Central,26,29.0,88.5,0,16,0,False,1
2022-01-31 20:00:00,Mumbai_Central,52,24.6,78.3,0,20,0,False,1
2022-02-01 00:00:00,Mumbai_Central,32,25.6,80.0,0,0,1,False,2
2022-02-01 04:00:00,Mumbai_Central,28,38.0,82.1,1,4,1,False,2
2022-02-01 08:00:00,Mumbai_Central,34,37.8,76.4,0,8,1,False,2
2022-02-01 12:00:00,Mumbai_Central,26,41.0,80.9,0,12,1,False,2
2022-02-01 16:00:00,Mumbai_Central,28,32.6,68.2,0,16,1,False,2
2022-02-01 20:00:00,Mumbai_Central,40,41.0,70.6,0,20,1,False,2
2022-02-02 00:00:00,Mumbai_Central,27,36.2,79.5,0,0,2,False,2
2022-02-02 04:00:00,Mumbai_Central,29,28.9,61.8,0,4,2,False,2
2022-02-02 08:00:00,Mumbai_Central,46,20.7,73.5,0,8,2,False,2
2022-02-02 12:00:00,Mumbai_Central,27,28.7,64.6,1,12,2,False,2
2022-02-02 16:00:00,Mumbai_Central,33,23.8,84.8,0,16,2,False,2
2022-02-02 20:00:00,Mumbai_Central,48,30.9,69.1,0,20,2,False,2
2022-02-03 00:00:00,Mumbai_Central,25,21.2,73.4,0,0,3,False,2
2022-02-03 04:00:00,Mumbai_Central,31,15.2,84.5,0,4,3,False,2
2022-02-03 08:00:00,Mumbai_Central,47,18.5,80.8,0,8,3,False,2
2022-02-03 12:00:00,Mumbai_Central,34,25.2,78.2,0,12,3,False,2
2022-02-03 16:00:00,Mumbai_Central,23,23.1,60.8,0,16,3,False,2
2022-02-03 20:00:00,Mumbai_Central,57,26.5,73.2,0,20,3,False,2
2022-02-04 00:00:00,Mumbai_Central,29,22.5,89.8,0,0,4,False,2
2022-02-04 04:00:00,Mumbai_Central,28,27.5,63.6,0,4,4,False,2
2022-02-04 08:00:00,Mumbai_Central,32,29.3,84.4,0,8,4,False,2
2022-02-04 12:00:00,Mumbai_Central,26,28.0,86.6,0,12,4,False,2
2022-02-04 16:00:00,Mumbai_Central,26,23.4,60.6,0,16,4,False,2
2022-02-04 20:00:00,Mumbai_Central,51,7.3,60.4,0,20,4,False,2
2022-02-05 00:00:00,Mumbai_Central,23,12.3,85.3,0,0,5,True,2
2022-02-05 04:00:00,Mumbai_Central,18,44.5,82.1,0,4,5,True,2
2022-02-05 08:00:00,Mumbai_Central,30,23.2,67.6,0,8,5,True,2
2022-02-05 12:00:00,Mumbai_Central,21,42.6,75.6,0,12,5,True,2
2022-02-05 16:00:00,Mumbai_Central,21,29.9,62.2,0,16,5,True,2
2022-02-05 20:00:00,Mumbai_Central,29,24.4,83.2,0,20,5,True,2
2022-02-06 00:00:00,Mumbai_Central,16,37.5,68.0,0,0,6,True,2
2022-02-06 04:00:00,Mumbai_Central,19,33.8,63.6,0,4,6,True,2
2022-02-06 08:00:00,Mumbai_Central,31,39.6,82.4,0,8,6,True,2
2022-02-06 12:00:00,Mumbai_Central,19,42.4,87.8,0,12,6,True,2
2022-02-06 16:00:00,Mumbai_Central,20,26.2,86.6,0,16,6,True,2
2022-02-06 20:00:00,Mumbai_Central,34,25.8,85.3,0,20,6,True,2
2022-02-07 00:00:00,Mumbai_Central,32,27.2,81.8,0,0,0,False,2
2022-02-07 04:00:00,Mumbai_Central,28,27.3,77.0,0,4,0,False,2
2022-02-07 08:00:00,Mumbai_Central,46,26.3,84.0,0,8,0,False,2
2022-02-07 12:00:00,Mumbai_Central,28,21.2,83.5,0,12,0,False,2
2022-02-07 16:00:00,Mumbai_Central,21,21.7,88.7,0,16,0,False,2
2022-02-07 20:00:00,Mumbai_Central,42,33.2,86.3,1,20,0,False,2
2022-02-08 00:00:00,Mumbai_Central,28,15.8,83.8,0,0,1,False,2
2022-02-08 04:00:00,Mumbai_Central,27,38.1,77.4,0,4,1,False,2
2022-02-08 08:00:00,Mumbai_Central,43,36.9,81.2,0,8,1,False,2
2022-02-08 12:00:00,Mumbai_Central,27,22.8,73.0,0,12,1,False,2
2022-02-08 16:00:00,Mumbai_Central,30,37.2,71.5,0,16,1,False,2
2022-02-08 20:00:00,Mumbai_Central,48,25.6,60.8,0,20,1,False,2
2022-02-09 00:00:00,Mumbai_Central,30,36.3,85.3,0,0,2,False,2
2022-02-09 04:00:00,Mumbai_Central,30,26.4,62.4,0,4,2,False,2
2022-02-09 08:00:00,Mumbai_Central,40,20.0,82.5,0,8,2,False,2
2022-02-09 12:00:00,Mumbai_Central,30,30.4,68.5,0,12,2,False,2
2022-02-09 16:00:00,Mumbai_Central,25,39.9,62.0,0,16,2,False,2
2022-02-09 20:00:00,Mumbai_Central,38,25.8,76.0,0,20,2,False,2
2022-02-10 00:00:00,Mumbai_Central,24,30.0,76.8,1,0,3,False,2
2022-02-10 04:00:00,Mumbai_Central,24,28.7,79.6,0,4,3,False,2
2022-02-10 08:00:00,Mumbai_Central,42,24.6,67.5,1,8,3,False,2
2022-02-10 12:00:00,Mumbai_Central,28,23.7,62.0,0,12,3,False,2
2022-02-10 16:00:00,Mumbai_Central,26,17.9,88.4,0,16,3,False,2
2022-02-10 20:00:00,Mumbai_Central,52,27.5,75.4,0,20,3,False,2
2022-02-11 00:00:00,Mumbai_Central,25,22.8,64.9,0,0,4,False,2
2022-02-11 04:00:00,Mumbai_Central,32,21.6,73.5,1,4,4,False,2
2022-02-11 08:00:00,Mumbai_Central,41,27.5,87.3,0,8,4,False,2
2022-02-11 12:00:00,Mumbai_Central,27,22.1,83.3,1,12,4,False,2
2022-02-11 16:00:00,Mumbai_Central,26,24.4,87.5,0,16,4,False,2
2022-02-11 20:00:00,Mumbai_Central,43,38.2,89.5,0,20,4,False,2
2022-02-12 00:00:00,Mumbai_Central,18,44.5,62.5,1,0,5,True,2
2022-02-12 04:00:00,Mumbai_Central,25,19.5,86.5,0,4,5,True,2
2022-02-12 08:00:00,Mumbai_Central,22,37.5,81.6,1,8,5,True,2
2022-02-12 12:00:00,Mumbai_Central,19,48.7,69.4,0,12,5,True,2
2022-02-12 16:00:00,Mumbai_Central,23,32.4,84.8,0,16,5,True,2
2022-02-12 20:00:00,Mumbai_Central,29,21.3,73.5,0,20,5,True,2
2022-02-13 00:00:00,Mumbai_Central,24,18.6,80.6,0,0,6,True,2
2022-02-13 04:00:00,Mumbai_Central,18,37.5,79.3,0,4,6,True,2
2022-02-13 08:00:00,Mumbai_Central,28,36.2,88.1,1,8,6,True,2
2022-02-13 12:00:00,Mumbai_Central,24,17.5,63.3,0,12,6,True,2
2022-02-13 16:00:00,Mumbai_Central,21,23.7,82.2,1,16,6,True,2
2022-02-13 20:00:00,Mumbai_Central,33,27.3,88.9,0,20,6,True,2
2022-02-14 00:00:00,Mumbai_Central,26,30.9,62.9,0,0,0,False,2
2022-02-14 04:00:00,Mumbai_Central,23,42.7,69.0,0,4,0,False,2
2022-02-14 08:00:00,Mumbai_Central,36,33.9,61.0,0,8,0,False,2
2022-02-14 12:00:00,Mumbai_Central,31,22.8,84.9,0,12,0,False,2
2022-02-14 16:00:00,Mumbai_Central,24,29.5,75.5,0,16,0,False,2
2022-02-14 20:00:00,Mumbai_Central,46,36.0,78.9,0,20,0,False,2
2022-02-15 00:00:00,Mumbai_Central,29,25.9,79.6,1,0,1,False,2
2022-02-15 04:00:00,Mumbai_Central,29,8.8,67.6,0,4,1,False,2
2022-02-15 08:00:00,Mumbai_Central,37,24.6,89.1,0,8,1,False,2
2022-02-15 12:00:00,Mumbai_Central,26,22.5,66.2,0,12,1,False,2
2022-02-15 16:00:00,Mumbai_Central,20,25.5,84.1,0,16,1,False,2
2022-02-15 20:00:00,Mumbai_Central,48,22.0,78.5,0,20,1,False,2
2022-02-16 00:00:00,Mumbai_Central,28,22.3,72.7,0,0,2,False,2
2022-02-16 04:00:00,Mumbai_Central,35,15.9,79.1,0,4,2,False,2
2022-02-16 08:00:00,Mumbai_Central,34,22.3,71.5,0,8,2,False,2
2022-02-16 12:00:00,Mumbai_Central,25,30.7,62.1,0,12,2,False,2
2022-02-16 16:00:00,Mumbai_Central,28,33.7,78.4,1,16,2,False,2
2022-02-16 20:00:00,Mumbai_Central,51,29.9,76.0,0,20,2,False,2
2022-02-17 00:00:00,Mumbai_Central,23,12.3,81.9,0,0,3,False,2
2022-02-17 04:00:00,Mumbai_Central,32,33.9,83.7,0,4,3,False,2
2022-02-17 08:00:00,Mumbai_Central,47,40.7,80.7,0,8,3,False,2
2022-02-17 12:00:00,Mumbai_Central,24,34.2,64.6,0,12,3,False,2
2022-02-17 16:00:00,Mumbai_Central,28,14.5,80.3,0,16,3,False,2
2022-02-17 20:00:00,Mumbai_Central,46,21.6,74.6,0,20,3,False,2
2022-02-18 00:00:00,Mumbai_Central,27,27.3,64.8,0,0,4,False,2
2022-02-18 04:00:00,Mumbai_Central,30,25.0,88.7,0,4,4,False,2
2022-02-18 08:00:00,Mumbai_Central,49,32.2,64.6,0,8,4,False,2
2022-02-18 12:00:00,Mumbai_Central,29,11.7,65.8,0,12,4,False,2
2022-02-18 16:00:00,Mumbai_Central,27,26.6,78.8,0,16,4,False,2
2022-02-18 20:00:00,Mumbai_Central,48,19.1,71.9,0,20,4,False,2
2022-02-19 00:00:00,Mumbai_Central,22,25.1,83.8,0,0,5,True,2
2022-02-19 04:00:00,Mumbai_Central,24,30.2,85.9,0,4,5,True,2
2022-02-19 08:00:00,Mumbai_Central,26,29.9,74.8,0,8,5,True,2
2022-02-19 12:00:00,Mumbai_Central,26,8.6,63.3,1,12,5,True,2
2022-02-19 16:00:00,Mumbai_Central,19,26.9,75.3,0,16,5,True,2
2022-02-19 20:00:00,Mumbai_Central,36,36.0,74.3,0,20,5,True,2
2022-02-20 00:00:00,Mumbai_Central,21,37.2,68.4,0,0,6,True,2
2022-02-20 04:00:00,Mumbai_Central,20,23.7,89.9,0,4,6,True,2
2022-02-20 08:00:00,Mumbai_Central,30,33.8,82.2,0,8,6,True,2
2022-02-20 12:00:00,Mumbai_Central,24,32.1,74.6,0,12,6,True,2
2022-02-20 16:00:00,Mumbai_Central,17,21.7,84.2,1,16,6,True,2
2022-02-20 20:00:00,Mumbai_Central,29,25.5,75.0,0,20,6,True,2
2022-02-21 00:00:00,Mumbai_Central,28,15.1,67.0,0,0,0,False,2
2022-02-21 04:00:00,Mumbai_Central,33,21.9,79.2,1,4,0,False,2
2022-02-21 08:00:00,Mumbai_Central,41,28.1,73.5,0,8,0,False,2
2022-02-21 12:00:00,Mumbai_Central,27,36.0,67.3,0,12,0,False,2
2022-02-21 16:00:00,Mumbai_Central,31,22.1,74.9,0,16,0,False,2
2022-02-21 20:00:00,Mumbai_Central,39,35.1,82.5,0,20,0,False,2
2022-02-22 00:00:00,Mumbai_Central,21,35.6,61.9,0,0,1,False,2
2022-02-22 04:00:00,Mumbai_Central,23,19.7,70.8,0,4,1,False,2
2022-02-22 08:00:00,Mumbai_Central,47,27.5,71.6,0,8,1,False,2
2022-02-22 12:00:00,Mumbai_Central,27,43.9,65.0,0,12,1,False,2
2022-02-22 16:00:00,Mumbai_Central,31,32.9,61.4,0,16,1,False,2
2022-02-22 20:00:00,Mumbai_Central,56,37.6,71.1,0,20,1,False,2
2022-02-23 00:00:00,Mumbai_Central,24,25.0,86.4,0,0,2,False,2
2022-02-23 04:00:00,Mumbai_Central,28,44.8,79.5,0,4,2,False,2
2022-02-23 08:00:00,Mumbai_Central,37,25.4,71.0,0,8,2,False,2
2022-02-23 12:00:00,Mumbai_Central,24,32.8,71.4,0,12,2,False,2
2022-02-23 16:00:00,Mumbai_Central,22,34.2,77.9,0,16,2,False,2
2022-02-23 20:00:00,Mumbai_Central,50,8.7,89.3,0,20,2,False,2
2022-02-24 00:00:00,Mumbai_Central,23,28.8,70.4,0,0,3,False,2
2022-02-24 04:00:00,Mumbai_Central,24,40.4,87.0,0,4,3,False,2
2022-02-24 08:00:00,Mumbai_Central,44,22.1,74.5,0,8,3,False,2
2022-02-24 12:00:00,Mumbai_Central,27,21.6,89.7,0,12,3,False,2
2022-02-24 16:00:00,Mumbai_Central,30,22.7,64.2,0,16,3,False,2
2022-02-24 20:00:00,Mumbai_Central,53,23.2,71.6,0,20,3,False,2
